"Date";"Type";"Dead";"Injured";"Location";"Details";"Perpetrator";"Conflict";"Month";"Year"
7;"Suicide bombing";"7";"3";"Sana'a, Yemen";"An Islamic State suicide bomber detonated himself on a group of Houthi rebels in a mosque in Sana'a. The blast killed seven and left three wounded, the Houthi rebels report.[15]";"Islamic State";"Yemeni Civil War";"October";"2015"
7;"Melee attack";"0";"1 (+1)";"East Jerusalem";"18-year-old Palestinian woman attacked an Israeli man with a knife near the Lions' Gate. The victim was able to draw his gun and shoot his attacker. Both were hospitalized; both were expected to live.[16][17]";"(lone wolf)";"Israeli–Palestinian conflict";"October";"2015"
7;"Melee attack";"0 (+1)";"1";"Kiryat Gat, Israel";"Amjad al Jundi (18) stabbed an Israeli soldier and snatched his rifle, leaving him with light wounds. He then entered an apartment in a nearby building, trying to attack a woman. When finding out there are no bullets in the rifle, he picked a knife from the kitchen and the woman managed to flee the apartment. Police entered and shot him dead. The attacker was illegally staying in Israel and Hamas confirmed he is a member of the organization.[18][19]";"Amjad al Jundi (of Hamas)";"Israeli–Palestinian conflict";"October";"2015"
7;"Melee attack";"0";"1";"Petah Tikwa, Israel";"Tamer Yunis Ahmed (25), resident of the West Bank, stabbed an Israeli man outside an entrance to a large mall in Petah Tikwa, leaving him with light wounds. The attacker was overpowered by civilians and was arrested by the police.[20]";"Tamer Yunis Ahmed (Lone wolf)";"Israeli–Palestinian conflict";"October";"2015"
8;"Melee attack";"0";"1";"East Jerusalem";"Subhi Ibrahim Mohammed Abu Khalifa (19) stabbed a Jewish man in his upper body, leaving him seriously injured. Another man confronted him and was wounded as well. The assailant was arrested by Yasam forces.[21]";"Subhi Ibrahim Mohammed Abu Khalifa (Lone wolf)";"Israeli–Palestinian conflict";"October";"2015"
8;"Melee attack";"0 (+1)";"4";"Tel Aviv, Israel";"Tair Abu Gazala (19) from East Jerusalem stabbed four people using a screwdriver near HaHagana Station in Tel Aviv, leaving them with light wounds. An IDF soldier shot and killed him.[22]";"Tair Abu Gazala (Lone wolf)";"Israeli–Palestinian conflict";"October";"2015"
8;"Melee attack";"0";"1";"Kiryat Arba, West Bank";"Unidentified man stabbed a Jewish man in Kiryat Arba settlement in the West Bank, leaving him with serious wounds. The attacker fled the scene and IDF soldiers begun searching for him.[23]";"Palestinian Lone wolf (suspected)";"Israeli–Palestinian conflict";"October";"2015"
8;"Melee attack";"0";"2";"Afula, Israel";"Tarak Yahya (20) stabbed two people in Afula, leaving them with light wounds. Civilians that were in the scene overpowered the attacker and police arrested him.[24]";"Tarak Yahya (Lone wolf)";"Israeli–Palestinian conflict";"October";"2015"
9;"Melee attack";"0";"4";"Dimona, Israel";"Unidentified seventeen-year-old Jewish teen with psychiatric history stabbed four Bedouin Arab, leaving two with moderate wounds and two with minor wounds. He was arrested by the police.[25]";"Jewish teen (Lone wolf)";"Israeli–Palestinian conflict";"October";"2015"
9;"Melee attack";"0";"1";"Kiryat Arba, West Bank";"A Palestinian man stabbed a forty-seven-year-old Israeli police officer during a security check, leaving him with light wounds. The attacker fled the scene and soldiers are searching for him.[26]";"Palestinian lone wolf";"Israeli–Palestinian conflict";"October";"2015"
9;"Melee attack";"0";"1";"East Jerusalem";"Unknown attacker stabbed a sixteen-year-old Jewish teen in East Jerusalem, leaving him with minor wounds. An Arab from the city was arrested on suspicion of perpetrating the attack.[26]";"Palestinian lone wolf (suspected)";"Israeli–Palestinian conflict";"October";"2015"
10;"Suicide bombing";"102";"508";"Ankara, Turkey";"2015 Ankara bombings: Two suicide bombers blew themselves up near Ankara central station where a rally for peace supported by HDP was taking place.[27] The attack left 102 dead[28] and 508 injured.[29]";"Islamic State";"Turkey–ISIL conflict";"October";"2015"
10;"Melee attack";"0 (+1)";"2";"East Jerusalem";"Ishak Badran (16) stabbed two Jews in their sixties in East Jerusalem, leaving them with light and moderate wounds. He then rushed toward Israeli police officers who ordered him to halt and was shot dead.[30]";"Ishak Badran (lone wolf)";"Israeli–Palestinian conflict";"October";"2015"
10;"Melee attack";"0 (+1)";"3";"East Jerusalem";"Muhammad Ali (19) stabbed two Israeli policemen near Damascus Gate in East Jerusalem, moderately injuring them. He was shot dead by other policemen and during the take down another Israeli policemen was seriously injured from friendly fire.[31]";"Muhammad Ali (lone wolf)";"Israeli–Palestinian conflict";"October";"2015"
10;"Suicide bombing";"38";"51";"N'Djamena, Chad";"Two groups of suicide bombers attacked a refugee center in N'Djamena and a market in Baga Sola, Chad. Thirty-eight were killed and fifty-one wounded. Boko Haram is suspects in the attacks.[32]";"Boko Haram suspected";"Boko Haram insurgency";"October";"2015"
11;"Shooting";"1 (+1)";"1";"Omeath, Republic of Ireland";"Two were killed, including an on-duty police officer & one person injured following a shooting incident in Omeath. A man who faced charges of membership of a dissident republican organisation and was out on bail opened fire on a police petrol. The guman was also killed. Police was called following reports of a dispute at a house.[33]";"New IRA";"Dissident republican campaign";"October";"2015"
11;"Bombing, Stabbing";"0";"5";"Highway 65, West Bank";"Four Israelis were stabbed and wounded by an Isreili-Arab, another police officer was wounded by a driver detonated bomb the morning after.[34]";"lone wolf";"Israeli–Palestinian conflict";"October";"2015"
12;"Suicide bombing";"9 (+2)";"unknown";"Kangaleri, Cameroon";"Two suicide bombers blew themselves up in a restaurant in the north of Cameroon.[35]";"Boko Haram suspected";"Boko Haram insurgency";"October";"2015"
13;"Melee attack";"0";"1 (+1)";"Ra'anana, Israel";"A Palestinian man stabbed an Israeli man in a bus station near the city hall of Ra'anana, leaving him with light stab wounds. Civilians overpowered the attackers and he was arrested by the police.[36]";"Palestinian lone wolf";"Israeli–Palestinian conflict";"October";"2015"
13;"Shooting, Melee attack";"3 (+1)";"15 (+1)";"East Jerusalem";"Baha Aliyan (22) and Bilal Ranem (23), armed with a firearm and a knife boarded a bus in East Jerusalem and started attacking and stabbing the passengers. One of the assailants tried to take control on the bus and locked the bus door to prevent the passengers from escaping. Police arrived, killed one of the assailants and neutralized the other, who left two dead and sixteen wounded.[36][37] Another man succumbed to his wounds on 27 October 2015.[38]";"Baha Aliyan and Bilal Ranem ()";"Israeli–Palestinian conflict";"October";"2015"
13;"Vehicular assault, Melee attack";"1 (+1)";"4";"Jerusalem, Israel";"Alaa Abu Jamal rammed into a crowd of people waiting in a bus station in West Jerusalem, then went out of the vehicle and started stabbing the victims until he was neutralized by a security guard and was killed. One Rabbi died and another four people were injured, others were treated for anxiety.[36]";"Alaa Abu Jamal (lone wolf)";"Israeli–Palestinian conflict";"October";"2015"
13;"Melee attack";"0";"4 (+1)";"Ra'anana, Israel";"A Palestinian man stabbed four people in a bus stop in Ra'anana and fled the scene when he was caught by civilians who neutralized him and the police arrested him.[36]";"Palestinian lone wolf";"Israeli–Palestinian conflict";"October";"2015"
13;"Melee attack";"0";"1";"Kiryat Ata, Israel";"A Jewish man searched for Arabs near IKEA shop in Kiryat Ata and stabbed a man who he thought was an Arab but was Jewish, leaving him with moderate wounds. The attacker was subdued and the police arrested him.[36]";"Israeli Jewish lone wolf";"Israeli–Palestinian conflict";"October";"2015"
14;"Melee attack";"0 (+1)";"1";"East Jerusalem";"Ahmed Shaaban (23) stabbed a 50-year-old woman in East Jerusalem, leaving her with moderate to serious injuries. He then tried to board a bus but was shot dead by police.[39]";"Ahmed Shaaban (23) (lone wolf)";"Israeli–Palestinian conflict";"October";"2015"
14;"Suicide bombing";"42";"0";"Maiduguri, Nigeria";"A suicide bomber detonated his bomb in a mosque around Molai area of Maiduguri.[40]";"Boko Haram";"Boko Haram insurgency";"October";"2015"
16;"Melee attack";"5 (+1)";"4";"Saihat, Saudi Arabia";"An Islamist militant opened fire at Shias who were attending a religious mourning ceremony at the religious center in Saihat, Saudi Arabia, killed five, injured another four and was shot dead during a gun fight with security forces. Islamic State claimed responsibility for the attack but Saudi security forces said the attack was made by \"Saudi nationals\" [41]";"Islamic State or Saudi nationalists";"";"October";"2015"
7;"Shooting";"0";"0";"Strabane , Northern Ireland";"Gunmen opaned fire on a police station in Strabane. No one killed are injured in the incident. The New IRA claimed responsibility for the attack.[42][43]";"New Irish Republican Army";"Dissident Irish Republican campaign";"October";"2015"
18;"Shooting";"2 (+1)";"11";"Be'er Sheva, Israel";"Beersheva bus station shooting: Muhand al-Okabi, an Israeli Bedouin shot and killed an Israeli soldier with a firearm in Be'er Sheva main Bus station. He then picked the soldier's rifle and clashed with other armed guards and soldiers, wounding a total of 10, four cops among them. Police accidentally shot an Eritrean man who was presumed to be a second attacker, possibly because of his skin-color. Locals beat him and he later died.[44][45] According to Negev police the attacker had been in contact with Hamas for a long time. However Israeli intelligence officials said they were not aware of any contact with Hamas or any orchestration by Hamas of the attack.[46]";"Muhand al-Okabi (lone wolf)";"Israeli–Palestinian conflict";"October";"2015"
19;"Bus bombing";"11";"22";"Quetta, Pakistan";"2015 Quetta bus bombing: At least 11 people were killed and another 22 were wounded after a bomb exploded in a bus in Quetta, Balochistan.[47][48][49]";"Unknown";"Balochistan conflict";"October";"2015"
19;"Kidnapping";"2";"";"Bhutan, Philippines";"Loreto Mayor Dario Otaza and his son Daryl were kidnapped and killed by the New People's Army (NPA). The militant group says that Otaza and his son were guilty of war crimes, crimes against humanity and other human rights violations. Otaza was also a former NPA commander and a Lumad himself and has been advocating against the armed struggle and for the reintegration of NPA rebels to mainstream society. 19 NPA members has been criminally charged for the incident.[50][51]";"New People's Army";"CPP-NPA-NDF rebellion";"October";"2015"
22;"Melee attack";"3 (+1)";"1";"Trollhättan, Sweden";"Trollhättan school attack: 21-year-old Anton Lundin Pettersson attacked Kronan School in Trollhättan, Sweden, with a sword. He killed a teaching assistant and a male student, stabbed another male student and a teacher, and died later of the gunshot wounds he received during his apprehension. The second teacher who was wounded died in hospital six weeks after the attack, on 3 December.";"Anton Lundin Pettersson";"None";"October";"2015"
23;"bombing";"11";"10";"Maiduguri, Nigeria";"Millitants detonated a bomb at a Mosque during dawn prayers in Maiduguri in northeast Nigeria, killing 11 and wounding another 10 people. Boko Haram is suspected for the attack.[52]";"Boko Haram (suspected)";"Boko Haram insurgency";"October";"2015"
23;"Bombing";"0";"4";"Giza, Egypt";"Four people including two Egyptian policemen were wounded Friday in a failed attempt to dismantle a bomb outside a Cairo hotel near the pyramids, a security official said.
Two policemen and two hotel security guards were wounded as they tried to deactivate the explosive device found by security guards outside the Meridien hotel near the Giza pyramids, he said.[53]";"Islamic State";"Sinai insurgency";"October";"2015"
23;"Bombing";"27";"96";"Yola, Nigeria";"Millitants detonated a bomb at a parking lot next to a recently built Mosque during Friday prayers in Yola in northeast Nigeria, killing 27 wounded another 96 people. Boko Haram is suspected for the attack.[52]";"Boko Haram (suspected)";"Boko Haram insurgency";"October";"2015"
23;"Suicide bombing";"22";"40+";"Jacobabad, Pakistan";"A suicide bomber detonated himself at a religious procession for a Shiite Muslim holiday. The blast killed 22 people, at least five kids among them. Over 40 were wounded. No group have claimed responsibility for the attack.[54][55]";"Unknown";"Sectarianism in Pakistan";"October";"2015"
24;"Bombing";"1";"50–80";"Dhaka, Bangladesh";"Islamic State detonated three bombs at a building full with Shias who were preparing for the Mourning of Muharram in Bangladesh's capital, Dhaka. One fourteen-years-old teen was killed and around 50-80 were wounded. Official said that there were some 20,000 people in and outside the building at that time. The attack is the considered to be the first attack against Bangladesh's tiny Shia community.[56]";"Islamic State";"Internal conflict in Bangladesh";"October";"2015"
26;"Suicide bombing";"2";"19";"Najran, Saudi Arabia";"Islamic State suicide bomber detonated himself in a Shia in Al-Mashhad mosque in Najran. Two men were killed in the blast and another 19 people were wounded. It is not known if the attacker was killed or not. Islamic State announced they targeted Isma'ilis.[57][58]";"Islamic State";"";"October";"2015"
26;"Melee attack";"0 (+1)";"1";"Near Hebron, West Bank";"A Palestinian man stabbed an Israeli, leaving him with a serious wound. The attacker was shot dead by the police.[59]";"Palestinian lone wolf";"Israeli–Palestinian conflict";"October";"2015"
27;"Suicide bombing";"7";"19";"Baghdad, Iraq";"Abu Thabit detonated his explosive belt at a tent serving refreshments to Shiite pilgrims. The blast killed seven (including two policemen) and left 19 wounded. Islamic State claimed responsibility.[60]";"Islamic State";"Iraqi Civil War";"October";"2015"
27;"Melee attack";"0";"1";"West Bank";"A Palestinian man stabbed an Israeli woman in Gush Etzion in the West Bank, leaving her with moderate wounds. The attacker was later arrested by the police.[61]";"Palestinian lone wolf";"Israeli–Palestinian conflict";"October";"2015"
29;"Melee attack";"0 (+1)";"1";"Hebron, West Bank";"A Palestinian man stabbed an Israeli soldier, leaving him with light wounds. The attacker was shot dead by the police.[62]";"Palestinian lone wolf";"Israeli–Palestinian conflict";"October";"2015"
30;"Melee attack";"0 (+1)";"2";"East Jerusalem";"A Palestinian man stabbed a person in East Jerusalem, leaving him with moderate wounds. A man who confronted the attacker was injured by police gunfire and the attacker was killed by police.[63]";"Palestinian (lone wolf)";"Israeli–Palestinian conflict";"October";"2015"
31;"Rocket";"6";"4";"Achin, Afghanistan";"Suspected Islamic State militants fired a rocket at a mosque in Achin District, Afghanistan, killing six and wounding another four.[64]";"Islamic State (suspected)";"War in Afghanistan";"October";"2015"
31;"Bombing";"224";"0";"Sinai, Egypt";"Islamic State affiliated Wilayah Sayna militants have claimed destruction of Metrojet Flight 9268. It was later confirmed that the aircraft had been bombed.[65]";"Islamic State";"Sinai insurgency";"October";"2015"
31;"Melee attack, shooting";"1";"3";"Dhaka, Bangladesh";"Two attacks were made on secular publishing houses in the Bangladeshi capital of Dhaka.[66][67] In the first attack, Ahmed Rahim Tutul of the Shudhdhoswar publishing house was critically injured, and two writers suffered less serious wounds.[66] In the second attack, Faisal Arefin Deepan of the Jagriti Prokashoni publishing house was hacked to death in his office.[66][67] The day after the attack, teachers, intellectuals and students rallied at Dhaka University to protest the attacks.[66] on the same day, publisher Farid Ahmed of Somoy publishing house received a death threat for publishing the works of atheist authors.";"Ansar al-Islam claimed responsibility (not verified); police suspect the banned Islamic extremist group Ansarullah Bangla Team[66]";"Attacks on secularists in Bangladesh";"October";"2015"
