"Date";"Type";"Dead";"Injured";"Location";"Details";"Perpetrator";"Conflict";"Month";"Year"
14;"Car bomb";"17";"55";"Baghdad, Iraq";"Six car bombs were set off in multiple areas throughout Baghdad. Seventeen people were killed with more than fifty-five wounded. The ISIL is thought to be behind the attack.[10]";"ISIL (suspected)";"Iraqi Civil War (2014–present)";"April";"2015"
14;"Shooting, bombing";"10-20 (+3-7)";"20";"Mogadishu, Somalia";"Al-Shabaab militants attacked a Somalian government building with small arms and bombs. Somali officials say that 10-15 civilians and 7 perpetrators were killed while Al-Shabaab say that they have killed 20 people and only 3 perpetrators were killed. Somali official said that 20 people were injured.[11]";"Al-Shabaab";"War in Somalia";"April";"2015"
14;"Ambush";"11";"20";"Buenos Aires, Cauca, Colombia";"An ambush by the FARC left 11 dead and 20 injured.[12]";"FARC";"Colombian conflict";"April";"2015"
15;"Vehicular attack";"1";"1 (+1)";"East Jerusalem";"Thirty-seven-year-old Khaled Koutineh rammed his car into Israelis waiting at a bus stop in the French Hill, killed twenty-five-years-old Shalom Yochai Sherki and injured another twenty-years-old Shira Klein. The attack occurred in the Eve of Holocaust Remembrance Day.[13]";"Khaled Koutineh (Lone wolf)";"Israeli–Palestinian conflict";"April";"2015"
17;"Bombing";"3";"5";"Erbil, Iraq";"A car bomb killed three and wounded five outside the US consulate in Erbil, Iraq. ISIL claimed responsibility for the attack.[14]";"ISIL";"Iraqi Civil War (2014–present)";"April";"2015"
18;"Suicide bombing";"33";"115";"Jalalabad, Afghanistan";"A suicide bomber set off a bomb outside a state run bank. Thirty-three were killed along with one hundred and fifteen wound. ISIL took credit for the attack.[15]";"ISIL";"War in Afghanistan";"April";"2015"
19;"Shooting";"1";"0";"Villejuif, France";"Unsuccessful attack against 2 churches in Villejuif by an Algerian jihadist. He killed a woman probably when trying to steal her car but accidentally shot himself in the leg, putting an end to his plans.[16]";"Islamist Lone Wolf";"Wave of Terror in Europe";"April";"2015"
20;"Bombing";"7";"8";"Garoowe, Somalia";"Militants associated with Al-Shabaab detonated a bomb in a United Nations bus in the Northern town of Garoowe. Two Kenyans, one Ugandan, one Afghan and three Somalis were killed and one American, one Sierra Leonean, one Ugandan, one Kenyan and four Somalis were wounded. Four UNICEF workers were among the dead.[17]";"Al-Shabaab";"War in Somalia";"April";"2015"
21;"Shooting,bombing";"9 (+1)";"14 (+2)";"Savar Upazila, Bangladesh";"The ABT was implicated in a bank robbery of a branch of the Bangladesh Commerce Bank Limited in Ashulia of Savar on April 21, 2015. The robbery started at 3 pm, when 8-10 people entered the bank brandishing guns. According to witness reports, they tried to take Tk. 5 lakhs (US$6,400 as of June 2015) while holding bank officials hostage at gunpoint. However, as some of the officials obstructed the robbers, they were stabbed, injuring 5 of which 3 succumbed to their injuries in medical care.However, at that point, locals outside quickly used a nearby mosque with loudspeakers to announce the bank robbery. The robbers heard the announcements and started violently fleeing the area, using several rounds of shots, hurling molotov cocktails and grenades. This sudden outburst injured some 20 people; 3 of whom died immediately after hospital admission, 2 later while receiving treatment at around 8:30 pm and one more person on the next night.The robbers divided and fled the scene, some on foot and some on motorcycles. A mob quickly formed and caught 2 robbers on one bike and another robber in another area. In a mass beating of the two caught, the mob killed one and hospitalised the other – who later succumbed to his injuries. The police attempted to recover the robbers but this led to a clash and two police vehicles being vandalised. Arrival of police backup put the situation under control and the robbers captured.A total of 9 people were either killed immediately or succumbed to injuries sustained, and at least 14 others were at most injured by bullet-wounds from weapons used by the robbers. Interrogation of the captured robber(s) led to the arrest of more suspects; police found that several of the robbers were members of the ABT.[18][19]";"Ansarullah Bangla Team";"";"April";"2015"
21;"Raid";"0";"0";"Lipkovo, Republic of Macedonia";"Gošince attack:40 armed men took over a police station at the border of Kosovo, tied the policemen and beat them the policemen and stole arms and equipment.";"NLA";"";"April";"2015"
22;"Suicide bombing";"8";"16";"Balad, Iraq";"Eight pilgrims returning from a Shiite shrine in Samarra were killed in a suicide bombing; 16 others were injured.[20]";"Islamic State";"Iraqi Civil War (2014–present)";"April";"2015"
27;"Shooting";"1 (+1)";"2";"Zvornik, Bosnia and Herzegovina";"Zvornik police station terrorist attack: At the police station in Zvornik, Republika Srpska, an armed member of a wahhabist movement opened fire on the police. In the shooting, a police officer was killed, two others were injured, and the attacker was eliminated by police.[21]";"Wahhabist movement";"Wave of Terror in Europe";"April";"2015"
