"Date";"Type";"Dead";"Injured";"Location";"Details";"Perpetrator";"Conflict";"Month";"Year"
"6";"Raid";"7";"Unknown";"Izgeki, Borno, Nigeria";"Boko Haram gunmen raided Izageki village in northern Nigeria, close to Sambisa Forest, Boko Haram's hideout and killed at least two people. The gunmen pursued fleeing civilians and another militant armed with a suicide belt blew himself near a market, killing another five people.[14]";"Boko Haram";"Boko Haram insurgency";"January";"2016"
"7";"Car bomb";"60";"200";"Zliten Libya";"Zliten truck bombing: Suicide truck bomb was detonated at a police training camp al-Jahfal while around 400 young policemen were being trained in the Libyan town of Zliten, killing 60 people and wounding 200 others. No group claimed responsibility, but Islamic State is suspected.[15]";"Islamic State (suspected)";"Second Libyan Civil War";"January";"2016"
"7";"Melee attack";"0 (+1)";"1";"Paris, France";"January 2016 Paris police station attack: An asylum seeker shouted \"Allahu Akbar!\" outside a police station in Goutte d'Or, near Montmartre, where police shot and killed him while a by-passer was shot. Reports say he was wielding a knife and fake suicide vest.[16]";"Tarek Belgacem (Islamic State-inspired)";"Wave of Terror in Europe";"January";"2016"
"7";"Car bomb";"7";"11";"Ra's Lanuf, Libya";"A car bombing at a checkpoint in the Libyan oil port of Ras Lanuf left seven people dead and 11 wounded. The car had been in a queue at the checkpoint and exploded when it reached the front.[17]";"Islamic State";"Second Libyan Civil War";"January";"2016"
"7";"Shooting";"0";"1 (+1)";"Philadelphia, United States";"On January 7, 2016, in West Philadelphia, in the late evening, a gunman shot Philadelphia police officer Jesse Hartnett, who was driving a marked police car. Hartnett survived, despite being shot multiple times in the left arm. He was able to get out of his car to shoot the fleeing suspect, Edward Archer. Later in the hospital, Archer claimed that he pledged allegiance to ISIS.[18]";"Islamist Lone Wolf";"";"January";"2016"
"8";"Shooting";"4";"0";"Ladha, Pakistan";"Unidentified militants shot four tribesmen, including a tribal elder Malik Wali Khan Mehsud, in Shaktoi area of Ladha in South Waziristan Agency of Federally Administered Tribal Areas (FATA). No group claimed responsibility, but Tehrik-i-Taliban Pakistan is suspected.[19]";"Tehrik-i-Taliban Pakistan (suspected)";"War in North-West Pakistan";"January";"2016"
"8";"Melee attack";"0 (+1)";"3 (+1)";"Hurghada, Egypt";"2016 Hurghada attack: Two militants armed with a melee weapon and a signal flare, arrived by sea and stormed Bella Vista Hotel in the Red Sea city of Hurghada, stabbing three foreign tourists from Sweden and Austria. One of the assailants was shot dead and the other was wounded by security forces.[20]Islamic State claimed responsibility.[21]";"Islamic State";"Insurgency in Egypt";"January";"2016"
"9";"Shooting";"2";"0";"Cairo, Egypt";"Unknown gunmen shot a traffic police district commander, and a conscript, who were driving to work in Cairo. No group claimed responsibility, but the Islamic State is suspected.[22]";"Islamic State (suspected)";"Insurgency in Egypt";"January";"2016"
"9";"Landmine";"2";"3";"Koldan, Pakistan";"Militants planted a landmine which exploded on a Pakistani coastguard vehicle in a road between Koldan and Gwadar Port. Two coastguards were killed and another three were wounded. The Balochistan Liberation Army claimed responsibility for the attack.[23]";"Balochistan Liberation Army";"Balochistan conflict";"January";"2016"
"9";"Shooting";"2";"0";"Quetta, Pakistan";"Unknown militants fatally shot two Policemen outside a mosque in Multani Mohala of Quetta, the provincial capital of Balochistan. The assailants managed to flee the scene.[24]";"Unknown";"Balochistan conflict";"January";"2016"
"9";"Unarmed Assault";"0";"30";"Vancouver, Canada";"An assailant attacked Syrian refugees with pepper spray outside a welcome ceremony in Vancouver, British Columbia, Canada. At least 30 people were injured in the incident. No group claimed responsibility for the attack.[25]";"Lone Wolf";"Terrorism in Canada";"January";"2016"
"10";"Crushed";"5";"0";"Faisaliyah, Iraq";"Islamic State militants lined up five civilians and crushed them under a bulldozer for the crime of apostasy in the al-Faisaliyah area of Mosul, Iraq.[26]";"Islamic State";"Iraqi Civil War";"January";"2016"
"11";"Melee attack";"0";"1";"Marseilles, France";"A 15-year-old Turkish boy attempted to decapitate a teacher from a Jewish school in Marseilles with a machete.[27][28]";"Turkish youth (Islamic State-inspired)";"Wave of Terror in Europe";"January";"2016"
"11";"Attack";"12+ (+6)";"19";"Baghdad, Iraq";"January 2016 Iraq attacks: At least 12 people have been killed in an attack on the shopping centre al-Jawhara mall in Baghdad after a car bomb exploded outside. Hostages were taken by six gunmen in the incident. At least 19 people were injured.[29]";"Islamic State";"Iraqi Civil War";"January";"2016"
"11";"Suicide bomber";"20";"Unknown";"Muqdadiyah, Iraq";"January 2016 Iraq attacks: A double blast at a cafe north of the Iraqi capital claimed another 20 lives in the late afternoon in the town of Muqdadiyah northeast of Baghdad. A suicide bomber detonated an explosives-rigged vehicle after people gathered at the scene. IS claimed the attack and named the suicide bomber as Abu Abdallah, an Iraqi. The security officers said that Shiites set alight several Sunni homes and a mosque following the attack.[30]";"Islamic State";"Iraqi Civil War";"January";"2016"
"11";"Bombings";"100+";"Unknown";"Sharaban, Iraq";"January 2016 Iraq attacks: Two huge bomb blasts, one at a teashop and the other at a mosque, killed at least 100 people in the township of Sharaban in Iraq's northern Diyala province.";"Islamic State";"Iraqi Civil War";"January";"2016"
"11";"Artillery";"3";"8";"Khost, Afghanistan";"Anti-government militants fired a rocket at a primary school in Bak District, Khost Province, killing three students and wound eight others. No group claimed responsibility.[31]";"Unknown";"War in Afghanistan";"January";"2016"
"12";"Suicide bomber";"13 (+1)";"9";"Istanbul, Turkey";"2016 Istanbul bombing: A suicide bomber blew himself up near Hippodrome of Constantinople near the Sultan Ahmed Mosque in Istanbul, killing 13 people and wounding another 9, most of whom were foreign tourist. No group claimed responsibility, but Turkish authorities suspect the Islamic state.[32][33]";"Islamic State";"Turkey–ISIL conflict";"January";"2016"
"12";"Shootout";"1";"0";"Aden, Yemen";"Unidentified assailants killed an officer of the security officer of the Aden's airport outside of his home by gunfire in Al-Mansoura district of Aden.[34]";"Unknown";"Yemeni Civil War";"January";"2016"
"13";"Suicide bombing and attack";"7 (+1)";"7";"Jalalabad, Afghanistan";"A suicide bomber detonated its explosives near the Pakistani, Indian and Iranian consulates in Jalalabad killing two people. Then five policemen were killed by gunmen in an attack on the Pakistani Consulate.[35][36] ISIS Khorasan group claimed responsibility for the attack.";"Islamic State";"War in Afghanistan";"January";"2016"
"13";"Suicide bombing";"15 (+1)";"25";"Quetta, Pakistan";"2016 Quetta suicide bombing: A Suicide bomber detonated himself near security personal vehicles close to a polio centre in a town near Quetta, killing at least 15 people, including 13 policemen and one soldier killed and wounding another 25, including 18 policemen, two soldiers and six civilians. Both Tehrik-i-Taliban Pakistan and Jaishul Islam organizations claimed responsibility.[37][38][39]";"Tehrik-i-Taliban Pakistan or Jaishul Islam";"War in North-West Pakistan";"January";"2016"
"13";"Shooting";"2";"0";"Aden, Yemen";"Unidentified assailants arrived on motorcycles to Sheikh Othman roundabout in Aden and shot and killed two traffic policemen. Islamist extremists are suspected.[40]";"Islamist extremists suspected";"Yemeni Civil War";"January";"2016"
"13";"Suicide bombing";"12 (+1)";"1";"Kouyape, Cameroon";"A suicide bomber blew himself inside a mosque at Kouyape, close to the Nigerian border. The blast killed twelve people and wounded another one. The attack occurred at dawn and was attributed to Boko Haram although it didn't officially claimed responsibility.[41]";"Boko Haram";"Boko Haram insurgency";"January";"2016"
"13";"Bombing, rocket, clashes";"5 (+8)";"36";"Diyarbakir Province, Turkey";"A massive bomb blast, followed by rocket and long gun fire, destroyed a police headquarters in the city of Cinar in the Diyarbakir Province. 5 people, including a baby, were killed and 36 were wounded. 8 terrorists were killed in clashes with police following the bombing. The militant Kurdish organization PKK has been blamed for the blast and accused of launching more attacks in the towns of Bismil, Cizre, Mardin, Silopi, Sirnak, and Van.[42]";"PKK";"Kurdish–Turkish conflict";"January";"2016"
"13";"Landmine";"0";"2";"Bijapur, India";"Militants planted a landmine on a road near Basaguda Police Station. Two school students were injured after they hit the mines while driving motorcycles. No group claimed responsibility, but the Maoist Communist Party of India is suspected.[43]";"Communist Party of India (Maoist)";"Naxalite–Maoist insurgency";"January";"2016"
"14";"Suicide bombings, shoot-out";"4 (+4)";"24";"Jakarta, Indonesia";"2016 Jakarta attacks: Several explosions followed by gunfire occurred in central Jakarta with a Starbucks and a police station appearing to be the main targets. The attack involved 7 participants and was directed by ISIL.[44]";"Islamic State";"";"January";"2016"
"14";"Bombing";"2";"1";"Aden, Yemen";"Unidentified militants planted an explosive device on a police car in Aden, killing two and wounding another. Islamists such as Islamic State or Al-Qaeda are suspected.[45]";"Islamists (suspected)";"Yemeni Civil War";"January";"2016"
"14";"Bombing";"2";"5";"Baghdad, Iraq";"Unidentified militants planted an explosive device near a popular market in Taji are, north to Baghdad, killing two and wounding five. No group claimed responsibility.[46]";"Unknown";"Iraqi Civil War";"January";"2016"
"14";"Shooting";"6";"Unknown";"Abu Gharib, Iraq";"Unidentified militants raided a house in the city of Abu Ghraib, west to Baghdad, killing at least six civilians, including five women and a man. No group claimed responsibility.[47]";"Unknown";"Iraqi Civil War";"January";"2016"
"15";"Siege";"63";"Unknown";"Eel-Adde, Somalia";"El Adde attack: Massive siege at an African Union base.[48]";"al-Shabaab";"War in Somalia";"January";"2016"
"15";"Assassination";"1";"0";"Koraput, India";"About 20 armed Maoists dragged a former Naib Sarpanch (deputy head of village level local self-government institution) identified as Krishna Miniaka to a nearby forest in Kandho Tikarapada village and there executed him. He was killed on the suspicion of being a ‘police informer’. CPI-Maoist claimed responsibility.[49]";"Communist Party of India (Maoist)";"Naxalite–Maoist insurgency";"January";"2016"
"15";"Shooting";"2";"2";"Tin Abao, Burkina Faso";"Around 20 unidentified heavily armed militants attacked policemen in Tin Abao village, in Tin-Akof near the border with Mali, killing two and wounding two. No group claimed responsibility.[50]";"Unknown";"Insurgency in the Maghreb";"January";"2016"
"15";"Shooting";"2";"0";"Baghdad, Iraq";"Unidentified militants opened fire on two civilians in the al-Fahama area in northern Baghdad, killing them both. No group claimed responsibility.[51]";"Unknown";"Iraqi Civil War";"January";"2016"
"15-16";"Mass shooting, arson, siege";"30 (+4)";"56+";"Ouagadougou, Burkina Faso";"2016 Ouagadougou attack: Gunmen attacked with heavy weapons the restaurant Cappuccino and the Hotel Splendid at the heart of Ouagadougou, where more than 100 hostages were taken. 29 people were killed and more than 56 injured.[52][53]al-Qaeda in the Islamic Maghreb claimed responsibility for the attack.[54][55]";"al-Qaeda in the Islamic Maghreb";"Insurgency in the Maghreb";"January";"2016"
"16";"Massacre";"135-300+";"Unknown";"Deir ez-Zor, Syria";"Deir ez-Zor offensive (January 2016): Islamic State militants attacked the neighbourhoods of Begayliya and Ayash in Deir ez-Zor, killing dozens of people in execution style murder. Fatality estimates variates between 135 and over 300. International sources reported that the attack was against Syrian Army personal and killed 85 Syrian soldiers along with 50 civilians while Syrian sources said over 300 people were killed, most of whom were children and women. The Islamic State organization claimed responsibility for the attack and claimed suicide bombers were used.[56][57][58]";"Islamic State";"Syrian Civil War";"January";"2016"
"16";"Shooting";"1";"0";"Baquba, Iraq";"Unidentified gunmen shot a supermarket owner in front of his shop in al-Asri neighbourhood in Baqubah.[59]";"Unknown";"Iraqi Civil War";"January";"2016"
"16";"Shooting";"1";"0";"Baghdad, Iraq";"Unidentified militants driving a motorcycle opened their fire at man in the city of al-Sadr in eastern Baghdad, resulting in his immediate death. No group claimed responsibility.[60]";"Unknown";"Iraqi Civil War";"January";"2016"
"17";"Suicide bombing";"14 (+1)";"13";"Jalalabad, Afghanistan";"At least 14 people were killed when a suicide bomber struck during a Jirga at the home of politician Obaiduallah Shinwari, who escaped unscathed.[61]";"Unknown";"War in Afghanistan";"January";"2016"
"17";"Suicide bombing";"10";"Unknown";"Aden, Yemen";"A suicide bomber detonated his explosives while within a car, on the entrance of the residence of Aden police chief, General Shalal Shaea. Shaea survived the attack while eight civilians and two guards were killed. No group claimed responsibility, but Al-Qaeda in the Arabian Peninsula is suspected.[62]";"Al-Qaeda in the Arabian Peninsula (suspected)";"Yemeni Civil War";"January";"2016"
"17";"Bombing";"2";"9";"Baghdad, Iraq";"In south Baghdad bomb killed at least 2 people and another 9 were injured.[63]";"Unknown";"Iraqi Civil War";"January";"2016"
"17";"Attack";"1";"0";"Baghdad, Iraq";"In east of Baghdad a militant killed one civilian.[64]";"Unknown";"Iraqi Civil War";"January";"2016"
"18";"Melee attack";"0";"1 (+1)";"Tekoa, West Bank";"A Palestinian lone wolf infiltrated into Tekoa, Gush Etzion and stabbed a pregnant woman in a second-hand clothes store in the Tekoa industrial area. He had fled the scene and was shot and neutralized by an armed civilian.[65]";"Palestinian lone wolf";"Israeli-Palestinian conflict";"January";"2016"
"18";"Suicide bombing";"4";"2";"Nguetchewe, Cameroon";"A suicide bomber attacked a mosque in the village of Nguetchewe in northern Cameroon, killing four worshippers and wounding another two. No group claimed responsibility, but Boko Haram is suspected.[66]";"Boko Haram (suspected)";"Boko Haram insurgency";"January";"2016"
"18";"Bombing";"3";"4";"Sirnak province, Turkey";"Three policeman were killed by an IED in the province of Sirnak while 4 other were injured. According to the authority, PKK was responsible.[67]";"PKK (suspected)";"Kurdish–Turkish conflict";"January";"2016"
"18";"Bombing";"1";"8";"Baghdad, Iraq";"In west Baghdad a bomb killed one and another 8 were injured.[68]";"Unknown";"Iraqi Civil War";"January";"2016"
"19";"Suicide bombing";"10";"42";"Peshawar, Pakistan";"A suicide bomber driving a motorcycle hit a roadside checkpoint on the N-5 National Highway, close to Peshawar killing ten people, including a child and injuring 42 others. Tehrik-i-Taliban Pakistan claimed responsibility.[69]";"Tehrik-i-Taliban Pakistan";"War in North-West Pakistan";"January";"2016"
"19";"Bombing";"6";"1";"Quetta, Pakistan";"An IED was detonated in a FC's Margat Checkpoint in provincial capital Quetta, killing six Frontier Corps (FC) personnel and wounding another one. No group claimed responsibility for the attack.[70]";"Unknown";"Balochistan conflict";"January";"2016"
"19";"Bombing";"1";"4";"Baghdad, Iraq";"In north Baghdad a bomb killed one policemen and another 4 were injured.[71]";"Unknown";"Iraqi Civil War";"January";"2016"
"20";"Mass murder";"20 (+4)";"60";"Charsadda, Pakistan";"Bacha Khan University attack: Several gunmen, some equipped with suicide vests, opened fire on Bacha Khan University, killing 20 people and wounding another 20. At least four of the attackers were also killed during the attack. More than 200 students were rescued from the building. Tehrik-i-Taliban Pakistan claimed responsibility, and it was perpetrated by members of the Geedar-faction faction. However, the umbrella group, Taliban, denied and condemned the attack.[72]";"Tehrik-i-Taliban Pakistan";"War in North-West Pakistan";"January";"2016"
"20";"Suicide bombing";"7 (+1)";"25";"Kabul, Afghanistan";"A suicide car bomber detonated his explosives close to the Russian embassy in Kabul, apparently targeting a minibus full of local journalists, owned by Moby Media Group's Kaboora company. The minibus was carrying the company's employees. Seven people were killed, including two women and around 25 were wounded. The Taliban, claimed responsibility.[73][74]";"Taliban";"War in Afghanistan";"January";"2016"
"20";"Shooting";"1";"0";"Tuz, Iraq";"Insurgents shoot dead a civilian in Tuz.[75]";"Unknown";"Iraqi Civil War";"January";"2016"
"20";"Bombing";"2";"5";"Baghdad, Iraq";"In east of Baghdad a bomb exploded near a market. The blast killed at least 2 people and another 5 were injured.[76]";"Unknown";"Iraqi Civil War";"January";"2016"
"21";"Shooting";"5";"3";"Arish, Egypt";"Unknown militants opened fire at policemen in Arish, killing five policemen and wounding another three. No group claimed responsibility.[77]";"Unknown";"Sinai insurgency";"January";"2016"
"21";"Bombing";"9";"10";"Giza, Egypt";"Suspected Islamic militants detonated a bomb on a road leading to the Pyramids of Giza as policemen were arrived to a building where suspected militants were hiding. Ten people including six policemen were killed and another ten were wounded.[78] The Islamic State claimed responsibility.[79]";"Islamic State";"Insurgency in Egypt";"January";"2016"
"21";"Bombing";"1";"1";"Baghdad, Iraq";"In southern Baghdad a bomb exploded a killed one civilian and another were injured.[80]";"Unknown";"Iraqi Civil War";"January";"2016"
"21";"Shooting";"1";"0";"Baghdad, Iraq";"A militant killed one civilian in northern Baghdad.[81]";"Unknown";"Iraqi Civil War";"January";"2016"
"21";"Bombing";"3";"7";"Baghdad, Iraq";"In north Baghdad a bomb killed at least 3 people and another 7 were injured.[82]";"Unknown";"Iraqi Civil War";"January";"2016"
"22";"Mass murder";"20 (+4)";"17";"Mogadishu, Somalia";"2016 Mogadishu attack: al-Shabaab militants struck with a car bomb at the gate of a seafood restaurant overlooking a Mogadishu Lido Beach. Another blast struck about an hour later as government soldiers laid siege to the restaurant. After the blasts, militants entered the near crowded hotel, some of them by boat, and attacked civilians within. At least 20 people were killed and 17 were wounded. Four perpetrators were also killed and one was captured. Al-Qaeda linked Al-Shabaab claimed responsibility, saying the attackers used AK-47s and suicide vests.[83][84]";"al-Shabaab";"War in Somalia";"January";"2016"
"23";"Beheaded";"1";"0";"Bhal Syeda, Pakistan";"A Shiite is beheaded by radical Sunnis.";"Unknown";"";"January";"2016"
"24";"Bombing";"1";"6";"Baghdad, Iraq";"In southern Baghdad a bomb killed at least one and another six were injured, including 3 women.[85]";"";"Iraqi Civil War";"January";"2016"
"25";"Suicide bombing";"28 (+4)";"65";"Bodo, Cameroon";"Four suspected Boko Haram suicide bombers attacked a busy market in the north Cameroonian town of Bodo, close to the Nigerian border. The blasts killed at least 28 people and wounded another 65. No group claimed responsibility, but Boko Haram is suspected.[86]";"Boko Haram (suspected)";"Boko Haram insurgency";"January";"2016"
"25";"Suicide bombing";"23";"Unknown";"Aleppo, Syria";"A suicide bomber driving a fuel tank blew himself up at a checkpoint controlled by Syrian rebel group Ahrar ash-Sham in contested city of Aleppo. The blast killed 23 people including four of the group's commanders and four civilians. No group claimed responsibility.[87][88]";"Unknown";"Syrian Civil War";"January";"2016"
"25";"Melee attack";"1 (+2)";"2";"Beit Horon, West Bank";"Two assailants attacked a woman outside of a grocery store in Beit Horon and wound another as she tried to flee the scene. A Security guard shot and killed the assailants. police suspected that the assailants also planted explosive devices at the scene.[89]";"Palestinians lone wolf";"Israeli–Palestinian conflict";"January";"2016"
"25";"Bombing";"2";"1";"Xaisomboun Province, Laos";"Bomb attack killed 2 Chinese and injured another.[90]";"Unknown";"";"January";"2016"
"25";"Bombing";"3";"7";"Baghdad, Iraq";"A bomb killed 3 people and injured 7 other in eastern Baghdad.[91]";"Unknown";"Iraqi Civil War";"January";"2016"
"25";"Bombing";"2";"7";"Baghdad, Iraq";"A bomb killed two people and another were wounded in south west Baghdad.[92]";"Unknown";"Iraqi Civil War";"January";"2016"
"25";"Bombing";"2";"4";"Baghdad, Iraq";"A bomb killed two soldiers and 4 others were injured in southern Baghdad.[93]";"Unknown";"Iraqi Civil War";"January";"2016"
"26";"Suicide bombing";"24-29 (+2)";"Unknown";"Homs, Syria";"Two suicide bombers arrived with vehicles to at an army checkpoint in Alawite Zara neighbourhood of Syrian government controlled Homs. One of the bombers blew himself while in the vehicle and as people were gathering the second bomber, wearing army uniform, blew himself on the crowd. State media said at least 24 people were killed and over 100 were wounded. Syrian Observatory said that 29 people were killed, including 15 members of pro-government factions. The Islamic State claimed responsibility for the attack.[94][95]";"Islamic State";"Syrian Civil War";"January";"2016"
"26";"Poisoning, shooting";"10";"0";"Urozgan Province, Afghanistan";"An Afghan police officer tied to the Taliban drugged and killed 10 of his colleagues in Urozgan Province.[96]";"Taliban";"War in Afghanistan";"January";"2016"
"26";"Bombing";"2";"8";"Baghdad, Iraq";"At least 2 civilians were killed and another 8 were wounded after a bomb exploded in Taji District north of Baghdad.[97]";"Unknown";"Iraqi Civil War";"January";"2016"
"26";"Bombing";"1";"3";"Baghdad, Iraq";"A bomb killed one policemen and another 3 were injured in Baghdad.[98]";"Unknown";"Iraqi Civil War";"January";"2016"
"27";"Car bomb";"55";"Unknown";"Ramadi, Iraq";"2016 Ramadi attack: Up to a dozen car bombs were set off in the city of Ramadi attacking the tenth Iraqi army division. The attack killed 55 Iraqi soldiers and pro-government tribal fighters, wounding an unknown number as well. Islamic State claimed responsibility.[99]";"Islamic State";"Iraqi Civil War";"January";"2016"
"27";"Clash";"4";"Unknown";"Diyarbakir Province, Turkey";"A clashes between soldier and PKK terrorist left 4 soldier dead in Diyarbakir Province, Sur district.[100]";"PKK";"PKK rebellion";"January";"2016"
"28";"Suicide bombing";"7";"unknown";"Aden, Yemen";"At least seven people are killed in a suicide bomb attack near the presidential palace in Aden, Yemen. The Islamic State claims it was behind the attack.[101]";"Islamic State";"Yemeni Civil War";"January";"2016"
"29";"Bombing";"2";"5";"Arish, Sinai, Egypt";"Unknown militants detonated a car bomb near a school, targeting a police armoured vehicle, in Arish, killing two Egyptian policemen and wounding another five. No group claimed responsibility, but IS affiliated Wilayat Sayna is suspected.[102]";"Wilayat Sayna (suspected)";"Sinai Insurgency";"January";"2016"
"29";"Suicide bombing";"0 (+1)";"7";"Zhob, Balochistan, Pakistan";"A suicide bomber, in a double cabin car, attempted to enter Cantt area in Zhob District when the Friday prayers were underway and blew himself at a check-post after security personnel signalled him to stop. Seven people were injured: six Pakistani soldiers and a child. Tehreek-e-Taliban Pakistan claimed responsibility.[103][104]";"Tehreek-e-Taliban Pakistan";"War in Northwest Pakistan";"January";"2016"
"29";"Suicide bombing";"4 (+2)";"12";"Kerawa, Cameroon";"Two suicide bombers attacked a school, housing Nigerian refugees in northern Cameroon, killing four people and wounding another twelve. No group claimed responsibility, but Boko Haram is suspected.[105]";"Boko Haram (suspected)";"Boko Haram insurgency";"January";"2016"
"29";"Suicide bombing";"11";"unknown";"Gombi, Nigeria";"A 12-year-old blew himself up in the Gombis' market. The blast killed at least 11 people. The attack occurred on 29 January in Gombi, Nigeria.[106]";"Boko Haram";"Boko Haram insurgency";"January";"2016"
"29";"Suicide bombings, shoot-out";"4 (+1)";"18";"Al-Ahsa, Saudi Arabia";"Two assailants attacked the mosque of Imam Reza in the city of Al-Ahsa, at a time of great affluence for the weekly Friday prayers, causing it to explode one and the other opening fire on the faithful managed to disarm him and tie him up.[107]";"Islamic State";"";"January";"2016"
"29";"Suicide bombing";"7 (+1)";"8";"Aden, Yemen";"A suicide car bomber struck a checkpoint in the southern Yemen city of Aden, killing seven and wounding another eight. Islamic State affiliate in Yemen claimed responsibility for the attack.[108]";"Islamic State";"Yemeni Civil War";"January";"2016"
"30";"Melee attack";"0";"1";"Jerusalem, Israel";"An American-Israeli was stabbed received and minor injuries. The terrorist then went to the police.[109]";"Palestinian lone wolf";"Israeli–Palestinian conflict";"January";"2016"
"30";"Bombing";"86";"unknown";"Dalori, Nigeria";"2016 Dalori attack: At least 86 people are killed and hundreds others injured in an attack by Boko Haram militants on Dalori Village some 4 kilometers from Maiduguri, Nigeria[110][111]";"Boko Haram";"Boko Haram insurgency";"January";"2016"
"31";"Shooting";"0 (+1)";"3";"Beit El, West Bank";"Palestinian hidden in a car fired at an Israeli patrol.[112]";"Palestinian lone wolf";"Israeli–Palestinian conflict";"January";"2016"
