"Date";"Type";"Dead";"Injured";"Location";"Details";"Perpetrator";"Conflict";"Month";"Year"
"21";"Suicide bombing";"50";"Dozens";"Mubi, Nigeria";"50 people were killed in a suicide attack in the north of Nigeria caused by Boko Haram militants.[34][35]";"Boko Haram";"Boko Haram insurgency";"November";"2017"
"21";"Suicide bombing";"23";"60";"Tuz Khurmatu, Iraq";"At least 20 people were killed and dozens more injured after a suicide car bombing in Tuz Khurmatu.[36]";"Islamic State (suspected)";"Iraqi Civil War";"November";"2017"
"22";"Bombing";"1";"1";"Baghdad, Iraq";"One person was killed and another was injured in a bomb explosion south of Baghdad.[37]";"Islamic State (suspected)";"Iraqi Civil War";"November";"2017"
"21-22";"Shootings, Grenade attacks, Raid";"1 (+3)";"4";"Tbilisi, Georgia";"Explosions and gunfire broke out in the Georgian capital Tbilisi as counter-terrorism forces lay siege to a block of flats where suspected militants were holed up. Three attackers were killed and one arrested. One police officer was killed and two injured. Two people were also injured during the attack.[38][39]";"Islamic State";"Islamic terrorism in Europe";"November";"2017"
"23";"Suicide bombing";"8 (+1)";"15";"Jalalabad, Afghanistan";"At least eight people were killed and 15 wounded in an explosion in Jalalabad in Nangarhar province.[40]";"Islamic State (claimed)";"War in Afghanistan";"November";"2017"
"24";"Bombing, Shootings";"309+";"128+";"Bir al-Abed, Egypt";"2017 Sinai attack: According to security sources, attackers put explosives around the mosque and set fire to them when the faithful came out after Friday prayers. Then they shot at the survivors.[41][42][43][44][45]";"Islamic State (suspected)";"Sinai insurgency";"November";"2017"
"24";"Suicide bombing";"2 (+1)";"8";"Peshawar, Pakistan";"2017 Peshawar police vehicle attack: A motorcycle suicide bomber targeted a police vehicle of AIG Asharf Noor while he was travelling to work, Asharf Noorr and his guard are killed and eight others police in the AIG's squad were injured[46][47][48]";"Lashkar-e-Islam (suspected)";"War in North-West Pakistan";"November";"2017"
"24";"Attacks";"5";"0";"Mopti and Ménaka, Mali";"Four United Nations peacekeepers and a Malian soldier were killed in Mali in two separate attacks.[49]";"Al-Qaeda in the Islamic Maghreb (suspected)";"Insurgency in the Maghreb";"November";"2017"
"24";"Grenade attack";"3";"0";"Afgoye, Somalia";"Three soldiers were killed in a grenade attack in the town of Afgoye.[50]";"Al-Shabaab";"War in Somalia";"November";"2017"
"25";"Bombing";"3";"0";"Anbar, Iraq";"Three civilians were killed as a bomb went off inside a hospital in western Anbar.[51]";"Islamic State (suspected)";"Iraqi Civil War";"November";"2017"
"25";"Suicide bombing";"5 (+1)";"26";"Quetta, Pakistan";"At least five people were killed and 26 were wounded in a suicide bomb attack targeting a security force vehicle in the city of Quetta.[52]";"Jaish-e-Mohammed (suspected)";"Terrorism in Pakistan";"November";"2017"
"27";"Shooting, suicide bombing";"17 (+2)";"28";"Baghdad, Iraq";"Two attackers opened fire at a market before one blew himself up and the other was shot dead by security forces.[53]";"Islamic State";"Iraqi Civil War";"November";"2017"
"28";"Grenade attack";"0";"3";"Ouagadougou, Burkina Faso";"A grenade attack in a French military convoy injured three civilians. The attack happened just before the visit of the French President, Emmanuel Macron, in the country.[54]";"Al-Qaeda in the Islamic Maghreb (suspected)";"Insurgency in the Maghreb";"November";"2017"
"28";"Bombing";"8";"Unknown";"Kandahar province, Afghanistan";"At least eight people were killed, including a child, in a bomb attack in Kandahar province, Afghanistan.[55]";"Taliban (suspected)";"War in Afghanistan";"November";"2017"
"29";"Car Bombing";"4";"0";"Aden, Yemen";"At least four people are killed by a car bomb targeting the Ministry of Finance in central Aden.[56]";"Islamic State";"Yemeni Civil War";"November";"2017"
"29";"Bombing";"0";"3";"Mosul, Iraq";"Three children were seriously injured in a booby-trapped house explosion in Mosul.[57]";"Islamic State";"Iraqi Civil War";"November";"2017"
"29";"Shooting";"2";"3";"Islamabad, Pakistan";"Two people including an official of Intelligence were shot dead outside a mosque in Islamabad, by several gunmen on motorbikes.[58]";"Taliban (suspected)";"Terrorism in Pakistan";"November";"2017"
"30";"Ambush";"0";"4";"Biratnagar, Nepal";"A vehicle belonging to Nepali Congress parliamentary candidate Narayan Bahadur Karki for Udayapur Constituency No 2 was ambushed. Four persons including Karki were critically injured.[59]";"People's Liberation Army, Nepal (suspected)";"Aftermath of Nepalese Civil War";"November";"2017"
"30";"Shelling";"0";"0";"Beit Hanun, Gaza Strip";"A mortar attack was launched from the Gaza strip on an Israeli army outpost. There were no casualties in the attack. [60]";"Islamic Jihad (suspected)";"Israeli-Palestinian conflict";"November";"2017"
